Line,created_at,user_id,text,label,label2,to be removed,merged_labels
3398,Sun Dec 18 09:01:59 +0000 2022,29527082,"RT @menton_z: En Espagne, à #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arrêter de croire que ces destru…",None,None,,None
4927,Sun Dec 18 08:16:04 +0000 2022,33286139,RT @Jen_Cleopatra: A quand une miss France avec des gros boobs pour que je me sente enfin représentée ? 😝,None,Sexual Harassment,,Sexual Harassment
3405,Sun Dec 18 09:01:41 +0000 2022,34018130,@EmmanuelMacron Putain mais occupe toi plutôt de tes concitoyens qui crèvent de froid dand ton pays gros c'est ton… https://t.co/bT7DEpNqFg,,None,,None
3380,Sun Dec 18 09:02:27 +0000 2022,"9,79E+17",@GilbertCollard Il est rudement physionomiste celui qui a reconnu un migrant marocain 😂,,None,,None
3188,Sun Dec 18 09:07:16 +0000 2022,36062155,"@ericvidalenc Petit rappel : faut écouter la vidéo avant d'en écrire une critique
 
 Sinon on passe pour un gros débile",None,Insult,,Insult
5114,Sun Dec 18 08:09:20 +0000 2022,37884935,"RT @TrashTalk_fr: Ja Morant, victime de l’expulsion la plus débile de l’année en NBA : parler à un fan, c’est désormais condamné https://t.…",None,None,,None
4836,Sun Dec 18 08:18:46 +0000 2022,39224071,RT @Monsieurbai: Finale de la coupe du monde : vais je boycotter ou aller voir le match comme un gros lâche ? Réponse dans mon billet du jo…,None,None,,None
5196,Sun Dec 18 08:06:13 +0000 2022,39352451,@jmyremets T’es vraiment un gros con débile dangereux ⚠️,Insult,Hate Speech,,Hate Speech
4074,Sun Dec 18 08:43:38 +0000 2022,39596198,"RT @norabz: eh beh, un bon gros pavé réactionnaire sur la bouffe (ça commence au dixième paragraphe, cherchez ""inattendu"" dans la page), ça…",,None,,None
4866,Sun Dec 18 08:18:00 +0000 2022,39805001,Comment je me suis disputée : « Mon beau-père me traite de connasse et de bonne à rien au repas de Noël »… https://t.co/biQO9OYO1J,Insult,Insult,,Insult
3410,Sun Dec 18 09:01:39 +0000 2022,40655861,@FilSport @insta360 Bonjour je participe et je croise mes gros doigts boudinés. 🤞,None,None,,None
3050,Sun Dec 18 09:10:50 +0000 2022,41840218,"@GastonTrougnard Je ne remercie quasiment jamais, hormis quand un automobiliste me laisse enfin passer sur un gros… https://t.co/uDYcEPLR3y",,None,,None
4935,Sun Dec 18 08:15:44 +0000 2022,41995986,@velma_bella @Hubert_de_la_B achète plutôt un gros pull et fonce t'offrir cette putain de console bordel !,,Insult,,Insult
4523,Sun Dec 18 08:29:50 +0000 2022,"1,60E+18",@GilbertCollard Maître Collard comment pouvais vous certifier que cette individu est un migrant et aussi un marocai… https://t.co/ifiDNrTKRZ,,None,,None
3716,Sun Dec 18 08:53:01 +0000 2022,43527419,@dr_l_alexandre @moderna_tx gros mensonges Stop fake..en tous les cas pour le covid après pour le cancer pourquoi p… https://t.co/28DrAAt0cY,,None,,None
3675,Sun Dec 18 08:54:03 +0000 2022,43705871,"RT @kisscoo65376227: Il y a vraiment de gros problèmes d’attente pour les métros et les bus en particulier !
 
 Que prévoyez-vous concrètemen…",None,None,,None
4269,Sun Dec 18 08:37:50 +0000 2022,43705871,@publicsenat @AQuatennens @MathildePanot Elle est conne ou elle fait semblant ?? À moins qu'elle ne soit atteinte d… https://t.co/pxubN7uNAq,,None,,None
4306,Sun Dec 18 08:36:54 +0000 2022,44192682,RT @carolinedehaas: Vous semblez également découvrir que des militants insoumis harcèlent les personnes qui ne sont pas d’accord avec la li…,,Hate speech,,Hate speech
5048,Sun Dec 18 08:11:53 +0000 2022,44562598,"@EmmanuelMacron T'as une capacité extraordinaire à l'incohérence
 Tu t'en fouts des pauvres qui sont morts pour cons… https://t.co/8fxMGyZiOS",,Hate speech,,Hate speech
4883,Sun Dec 18 08:17:25 +0000 2022,44951390,Finale de la coupe du monde : vais je boycotter ou aller voir le match comme un gros lâche ? Réponse dans mon bille… https://t.co/FsdUZKsD7G,,None,,None
4085,Sun Dec 18 08:43:18 +0000 2022,45365156,"RT @MllerQuentin: Volet N*5 et dernier - ITW de Zyad Ibhais, frère de l'embastillé Abdullah, ancien chef des relations médias de l'orga de…",,None,,None
5265,Sun Dec 18 08:03:51 +0000 2022,48246962,"RT @le_Parisien: Bonjour et bienvenue dans ce direct consacré à la guerre en Ukraine
 
 - Samedi, de nouvelles frappes russes ont fait cinq m…",None,None,,None
4752,Sun Dec 18 08:22:04 +0000 2022,48355921,"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",,None,,None
3131,Sun Dec 18 09:08:50 +0000 2022,48411272,"Au 1er tour, le public accorde 120 points et le jury, de par ses égalités, 134 points. On est sur un 53%-47% au lie… https://t.co/HxS6fGPVzg",,None,,None
4601,Sun Dec 18 08:26:58 +0000 2022,48649657,"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",None,None,,None
5021,Sun Dec 18 08:12:59 +0000 2022,49379219,"RT @MSolidarites: 🔥 C'est aujourd'hui 🔥
 
 Rendez-vous à 11h Porte de la Chapelle pour la Journée internationale des migrant·e·s : Manifestat…",None,None,,None
4822,Sun Dec 18 08:19:16 +0000 2022,49392153,"Kendji Girac, gros malaise au sacre d’Indira Ampiot Miss France 2023 https://t.co/cOL0Lungv6",None,None,,None
3112,Sun Dec 18 09:09:15 +0000 2022,49688168,"un de mes premiers souvenirs de foot, la main de Marius Trésor face à l'Argentine en 1978 et un gros sentiment de s… https://t.co/rEXxKMEoNd",None,None,,None
4556,Sun Dec 18 08:28:38 +0000 2022,49917005,"@Leni_6700 laisse moi deviner, tu es un gros groomer sur son SUV qui pense avoir acheté la route et menace piétons et cyclistes. J'ai bon ?",None,Denigration,,Denigration
4994,Sun Dec 18 08:14:02 +0000 2022,50737442,@PCSFMINFO Oui nous c'est pareil. La petite est hyper déçue bref c'est vraiment un gros gâchis. Désolée pour toi ❤️,None,None,,None
5125,Sun Dec 18 08:08:57 +0000 2022,53103758,RT @maillebi: Halte au harcèlement du patriarcat des vieux mâles blancs! https://t.co/Xn1ChfU4zx,,Harassment,,Harassment
3080,Sun Dec 18 09:10:04 +0000 2022,53592536,"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",None,None,,None
4317,Sun Dec 18 08:36:36 +0000 2022,53738786,"@lain_philippe @BatmanPSG69 @realmarcel1 Et tu crois que le travail c'est la seule raison de sortir de chez soi?
 Je… https://t.co/dThD30ddQL",None,None,,None
3199,Sun Dec 18 09:07:03 +0000 2022,53970814,@dcrossbowxxx Attention Whore : la définition la plus vulgaire selon Wikipedia : « Personne ayant un besoin pathéti… https://t.co/nloKiicCoa,None,Hate speech,,Hate speech
4352,Sun Dec 18 08:35:17 +0000 2022,69966195,et puis flemme à part si la personne est de sexe masculin grande et a des gros bras là dans ce cas ça me dérange pa… https://t.co/exK0tRoWtg,Sexism,Denigration,,Denigration
3178,Sun Dec 18 09:07:29 +0000 2022,70115444,Que les gros racistes se soutiennent entre eux c’est très bien,None,Racism,,Racism
5213,Sun Dec 18 08:05:37 +0000 2022,"1,58E+18","@GilbertCollard Toujours dans la division 
 Un migrant qui a parcouru mer et terre pour se mettre à l'abri n'a vraim… https://t.co/lmGrpBItuE",None,None,,None
4743,Sun Dec 18 08:22:24 +0000 2022,77790419,@Yumekoala1 @hvt_louis @danivempire666 Juste n'importe quoi. Un gros pc ou tu veux faire tourner les derniers jeux… https://t.co/P8CI5iWdrA,Bullying,None,,None
3858,Sun Dec 18 08:49:07 +0000 2022,80064357,"RT @pbeyssac: Ironie, ce qui est présenté comme une approche essentiellement ""non marchande"" est en fait la copie de l'approche ultra-march…",None,None,,None
4651,Sun Dec 18 08:25:24 +0000 2022,80271270,"@felhagehistoire @Taigasangare @JTram_ Ce n'est PAS une question de pincement au cœur, enfin ! C'est une question d… https://t.co/NG0uwR4ec8",None,None,,None
3423,Sun Dec 18 09:01:13 +0000 2022,82563817,"RT @fedoriphore: À l’approche de Noël et pour clore 2022, dans un soucis d’apaisement je viens de débloquer un gros paquet de comptes de g…",None,None,,None
4966,Sun Dec 18 08:14:53 +0000 2022,89403270,@Dauvers70 @Danone_Yaourt Il y a quand même un gros problème d’hygiène avec ce vrac. Et personne n’essaie de le résoudre.,Hate Speech,None,,None
4906,Sun Dec 18 08:16:35 +0000 2022,91656704,@jmaphatie @AQuatennens @FranceInsoumise Signalé pour harcèlement !,None,Harassment,,Harassment
4854,Sun Dec 18 08:18:16 +0000 2022,91656704,@Raslebo75750522 @jmaphatie @AQuatennens @FranceInsoumise A chaque fois je le signale pour harcèlement !,None,Harassment,,Harassment
5252,Sun Dec 18 08:04:15 +0000 2022,91656704,"RT @Haut_Rhinois: Voilà pourquoi #Macron a reculé le debat sur l'age de départ de la retraite : +4% de ""mécontents"" et +6% de très ""méconte…",None,None,,None
4642,Sun Dec 18 08:25:44 +0000 2022,91792626,"Samsung ils sont trop mignons. Ils font une pub pour le z flip 4 à la télé, mais ils sont même pas capables de suiv… https://t.co/Rj4kSkf54h",None,None,,None
3194,Sun Dec 18 09:07:12 +0000 2022,95244774,"RT @EELVPB: MANIFESTATION A BAYONNE, LE 17 DECEMBRE A 11H POUR LA REGULARISATION DES SANS-PAPIERS ET POUR L'EGALITE DES DROITS.
 En réponse…",None,None,,None
3202,Sun Dec 18 09:06:56 +0000 2022,95244774,"RT @EelvGironde: Les écologistes appellent à se joindre à la manifestation prévue ce dimanche 18 décembre à 14h, place de la Victoire pour…",None,None,,None
3051,Sun Dec 18 09:10:48 +0000 2022,97701657,"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",Racism,Racism,,Racism
4149,Sun Dec 18 08:41:17 +0000 2022,98891644,"RT @FerrariF1FRA: 🔴 THREAD sur les nouveautés attendues sur la Ferrari 2023 :
 
 - Différences visibles sur les côtés et la partie arrière.
 -…",None,None,,None
3103,Sun Dec 18 09:09:23 +0000 2022,"1,60E+18","@hex4647 @Venivedivici16 @msmontfort Oh le joli amalgame migrant/prison
 Très bien placé JV",Racism,None,,None
5118,Sun Dec 18 08:09:12 +0000 2022,103102545,"RT @AmnestyLux: La Journée internationale des migrant·e·s, c'est aujourd'hui 👉 nous vous invitons à en apprendre plus sur ce dossier, en li…",None,None,,None
3911,Sun Dec 18 08:47:43 +0000 2022,104105131,"RT @BFMTV: ""L'Argentine, ça va être un gros morceau""
 
 Alain Giresse, ancien footballeur de l'équipe de France, est à Doha pour soutenir les…",None,Hate Speech,,Hate Speech
4295,Sun Dec 18 08:37:08 +0000 2022,"1,60E+18",@KARLOLIVE Traduction : on aménage des logements pour migrant,None,None,,None
3396,Sun Dec 18 09:02:00 +0000 2022,109186050,"🔴L'homme aux plus gros testicules du monde, se les est fait enlever https://t.co/hQYZW3Q5KG",None,None,,None
5308,Sun Dec 18 08:02:13 +0000 2022,112743330,RT @FFLose: Ça parle de Varane et Konaté malades mais le vrai gros risque c’est que la chatte à DD choppe le fameux virus. Tant qu’elle ser…,None,None,,None
3918,Sun Dec 18 08:47:33 +0000 2022,114073151,"RT @eric_gernez: Opinion : Interdiction de l’utilisation du mot nègre
 ""avec l’interdiction du mot nègre, une culture est blanchie à la chau…",Racism,Racism,,Racism
4839,Sun Dec 18 08:18:41 +0000 2022,401783177,@MathieuSlama Non on assiste d'abord à la violence croissante de #Migrant et #musulmans dissimulée par vos amis de… https://t.co/XmRZNl7D9g,Hate Speech,None,,None
3371,Sun Dec 18 09:02:39 +0000 2022,"1,34E+18",@ralifromparis @tvlofficiel C’est surtout choquant de mettre des migrant là-bas alors que des sdf français n’ont pas d’hébergement…,None,None,,None
4242,Sun Dec 18 08:38:31 +0000 2022,117061779,@Trouillet_ J’aurais voulu qu’il mette son gros fiak aussi,Bullying,None,,None
5013,Sun Dec 18 08:13:17 +0000 2022,118449350,"RT @BFMTV: ""L'Argentine, ça va être un gros morceau""
 
 Alain Giresse, ancien footballeur de l'équipe de France, est à Doha pour soutenir les…",None,None,,None
4707,Sun Dec 18 08:23:18 +0000 2022,118700932,"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",None,None,,None
3690,Sun Dec 18 08:53:40 +0000 2022,118746684,@silkcoleman1 @lasource75006 T’es complément debile toi heureusement que toute la France n’est pas comme toi,Bullying,Hate speech,,Hate speech
3777,Sun Dec 18 08:51:19 +0000 2022,119065469,@plaisirdouble3 Coucou très belle gros bisous ❤️,None,Sexual Harassment,,Sexual Harassment
4266,Sun Dec 18 08:37:56 +0000 2022,119878848,@sof_l4 @flo_thm Euh .. tu vis dans quel monde espèce de sombre connasse ?? Allez vas te balader dans le 93 et vas… https://t.co/V1LsjExSkB,Racism,Insult,,Insult
4270,Sun Dec 18 08:37:46 +0000 2022,120036884,"@Maxou_LaMenace Je suis très contente pour toi, aujourd'hui un gros suspens avec le match des bleus ! je bois le ca… https://t.co/8h7TPx8U0Z",None,None,,None
4017,Sun Dec 18 08:45:13 +0000 2022,120077262,RT @MarleneSchiappa: Le harcèlement en meute infligé par des militants à une femme qui a simplement osé faire valoir son droit à vivre sans…,None,Harassment,,Harassment
4334,Sun Dec 18 08:35:59 +0000 2022,121188120,"@AfterRMC @walidacherchour Tkt gros, l Algérie ne sera jamais en finale de cdm donc tu n'auras pas à choisir",Racism,Denigration,,Denigration
3476,Sun Dec 18 08:59:42 +0000 2022,122438679,"RT @Choubouloute_: Chaque année notre miss passe pour une débile parce qu’elle ne sait pas s’exprimer et ça ne dérange pas le comité, proba…",Bullying,Insult,,Insult
4629,Sun Dec 18 08:26:21 +0000 2022,123296979,@FlowSama3 @RMCsport L'infâme fils de pute broie ta soeur sale raciste,Hate Speech,Hate speech,,Hate speech
3633,Sun Dec 18 08:54:54 +0000 2022,"8,29E+17",@tvlofficiel Pauvre débile ! Qu ils aillent se faire foutre les migrant c hors de France point.,Racism,None,,None
4666,Sun Dec 18 08:24:51 +0000 2022,126659084,@LepretreTony … que vous êtes immonde. Vous avez oublié de mentionner le cannibalisme de petits enfants par l’Ukrai… https://t.co/krh1dFbD91,Hate Speech,Insult,,Insult
4402,Sun Dec 18 08:33:41 +0000 2022,127503403,"RT @MSolidarites: Dimanche 18 décembre à Paris, nous manifesterons au départ de la Porte de la Chapelle à 11h, devant l’un des plus grands…",None,None,,None
3028,Sun Dec 18 09:11:20 +0000 2022,128284317,"RT @xXGorkXx: J'aimerais tellement connaître l'humain ou l'humaine qui a fait ça pour les chats qui vivent dehors, juste pour lui faire un…",None,None,,None
4792,Sun Dec 18 08:20:23 +0000 2022,"1,49E+18","#migrant sauvés...fait chié !
 
 https://t.co/kfJqJOKfPL",Racism,None,,None
5054,Sun Dec 18 08:11:45 +0000 2022,133663801,"""L'Argentine, ça va être un gros morceau""
 
 Alain Giresse, ancien footballeur de l'équipe de France, est à Doha pour… https://t.co/IRA9WdDFNh",None,None,,None
4654,Sun Dec 18 08:25:19 +0000 2022,"1,47E+18","✊ A tout à l'heure à la manif de la #journée internationale des #migrants.
 Pour #Montpellier le rdv est à 11h place… https://t.co/8kutMwEUnK",None,None,,None
4855,Sun Dec 18 08:18:13 +0000 2022,"1,25E+18","🔥 C'est aujourd'hui 🔥
 
 Journée internationale des migrant·e·s 
 
 Contre Darmanin et son monde : Solidarité, Liberté,… https://t.co/OtMS9WvPU0",None,None,,None
3429,Sun Dec 18 09:01:04 +0000 2022,140052701,Une villa inhabitable suite à un gros incendie ce dimanche matin à Saint-Sauveur https://t.co/xbBYCqhrOY https://t.co/HOky7iE5Zs,None,None,,None
5194,Sun Dec 18 08:06:25 +0000 2022,140201485,"@AlexisPhilo En gros, Lyon / Lyon ...
 Pas très mobile le monsieur 😁😁",None,None,,None
5011,Sun Dec 18 08:13:18 +0000 2022,295018313,"18 décembre. Aujourd'hui c'est la journée internationale des migrant.e.s. Alors, exigeons la régularisation général… https://t.co/klmG1WuTXo",None,None,,None
5198,Sun Dec 18 08:06:08 +0000 2022,142079193,"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",None,None,,None
3495,Sun Dec 18 08:59:14 +0000 2022,145761484,@Chtybou @bertrand_k @MaxPouss La commu du catch l'a rincé comme il fallait suite au harcèlement qu'il avait prit s… https://t.co/YrbHjWfKHO,None,None,,None
3083,Sun Dec 18 09:10:02 +0000 2022,146381756,"RT @SebaouiHammou: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vi…",None,None,,None
4624,Sun Dec 18 08:26:28 +0000 2022,149700688,@le_6e_homme Apparemment il a été victime d’une règle débile qui interdit les joueurs de parler aux fans. Cette NBA… https://t.co/bHkRWHyY2N,None,insult,,insult
4482,Sun Dec 18 08:31:09 +0000 2022,156779474,@YvesDidier9 J'avoue. Un très gros village,None,None,,None
3373,Sun Dec 18 09:02:36 +0000 2022,162043975,"RT @norabz: eh beh, un bon gros pavé réactionnaire sur la bouffe (ça commence au dixième paragraphe, cherchez ""inattendu"" dans la page), ça…",None,None,,None
3728,Sun Dec 18 08:52:42 +0000 2022,163542450,@G_BRIFFAUD @GaliaAckerman @DariusRochebin Et ça vous y croyez les fils de pute ? https://t.co/EVrK4W2Zyg,Bullying,Insult,,Insult
4952,Sun Dec 18 08:15:19 +0000 2022,167506561,"@KLeagueFr @JLeagueFra Shonan fait un très bon mercato, ils ont même réussi à renouveler Machino alors qu’il y avai… https://t.co/hwXf0Hno29",,None,,None
4411,Sun Dec 18 08:33:31 +0000 2022,169055522,"RT @LeaFrct: Ma petite sœur de 20 ans étudie à #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de…",,Sexual Harassment,,Sexual Harassment
4507,Sun Dec 18 08:30:21 +0000 2022,169389295,"RT @Lass2fois: La 3e étoiles ou rien, fuck l’Argentine et ses gros suceurs",Hate Speech,Hate Speech,,Hate Speech
3965,Sun Dec 18 08:46:36 +0000 2022,172688773,"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",,None,,None
3233,Sun Dec 18 09:06:18 +0000 2022,180098064,RT @IlanLamar: @Cdanslair Le gros problème chère madame c’est que les populations sont de plus en plus informées et en plus ont eu accès au…,,None,,None
4463,Sun Dec 18 08:32:00 +0000 2022,43324388,"Ajd jour de la finale #FRAARG de la #CoupeDuMonde2022, c'est aussi la Journée internationale des migrants. 
 
 Les ma… https://t.co/RMaO2YParK",None,None,,None
4754,Sun Dec 18 08:22:02 +0000 2022,191027515,"#2GM, #Pacifique, #Philippines, 18 décembre 1944, un typhon cause de gros dégâts au sein de la IIIe flotte américai… https://t.co/ZAMyUlaSCx",None,None,,None
3464,Sun Dec 18 09:00:01 +0000 2022,2253386798,"Aujourd'hui, c'est la journée internationale des migrant·es. Oussein et Bassaro ont tous les deux quitté le Mali po… https://t.co/ehnEBu20PA",None,None,,None
3607,Sun Dec 18 08:55:44 +0000 2022,204298658,"Les gros clowns sont de sortie
 Le masculinisme en etendard
 Comment couler un parti : cracher pendant des mois sur l… https://t.co/5vQizgvV2W",,Harassment,,Harassment
3024,Sun Dec 18 09:11:35 +0000 2022,211061702,"soupe locale. Malheureusement, les NP sont formés localement et ne savent régurgiter que le BPAC et les Health Path… https://t.co/ZSxrzcGg6d",,None,,None
4132,Sun Dec 18 08:41:44 +0000 2022,213949952,"Jay-Z, Brad Pitt, Tony Parker... les stars investissents dans le champagne, et ça rapporte gros ! ⬇️… https://t.co/stAEPnz0ML",,None,,None
3451,Sun Dec 18 09:00:18 +0000 2022,"1,25E+18","C'est la Journée internationale des migrant·e·s !
 Contre la loi immigration de Darmanin et la stigmatisation des pe… https://t.co/xNruWvCQn4",,None,,None
3796,Sun Dec 18 08:50:44 +0000 2022,219805652,@MargauxKer @p_duval @dr_l_alexandre @elonmusk @silvano_trotta Ok Margaux sale pute. Je suis sûre que t'es moche en… https://t.co/RlCMoFImPw,,Hate Speech,,Hate Speech
4034,Sun Dec 18 08:44:46 +0000 2022,219805652,@MargauxKer @p_duval @dr_l_alexandre @elonmusk @silvano_trotta Du coup demain tu dis à un homo sur Twitter qu'il es… https://t.co/qoVEtPN9u3,,Denigration,,Denigration
5029,Sun Dec 18 08:12:39 +0000 2022,234043415,RT @MaryC7773: Bravo à Eric Revel qui remet à sa place les affreux gauchistes que sont le gros Dray et l’affreux Zeribi. Ils sont tellement…,,None,,None
3589,Sun Dec 18 08:56:21 +0000 2022,235143625,RT @basedrightman: Les européens sont les gros pigeons de cette histoire. Comme si il n’y avait que l’Europe qui polluait…,,Hate speech,,Hate speech
4298,Sun Dec 18 08:37:06 +0000 2022,239337314,"Supporter du foot 
 #CoupeDuMondeFIFA 
 Même si vous aimez le foot ne vous laissez plus manipuler par ce sport qui es… https://t.co/raZGxuzDdG",,None,,None
4922,Sun Dec 18 08:16:13 +0000 2022,1956470191,Devenez migrant l’Etat 🙌vous offre la vie de Château ! 🥹 https://t.co/iK5H7iAyVz https://t.co/7NbjfZ9aer,,None,,None
5157,Sun Dec 18 08:07:46 +0000 2022,241022899,"@Kako_line Merci pour la mise en avant de ce resultat et ce thread d'analyse très interessants 😊
 Une partie de l'ac… https://t.co/kM30q6PCys",,None,,None
3684,Sun Dec 18 08:53:50 +0000 2022,244110368,"Quand soudain, le gros lourd du train : ""C'est pour m'éblouir, les gambettes et les paillettes ? C'est réussi ! Moi… https://t.co/3n6GBAyj0z",,None,,None
3164,Sun Dec 18 09:07:59 +0000 2022,246349049,"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",,None,,None
5137,Sun Dec 18 08:08:32 +0000 2022,247257830,#Solidarité . Un village de la #Loire se mobilise pour aider un réfugié #ukrainien qui marche plus d'une heure chaq… https://t.co/mLDYsIrlXS,,None,,None
5115,Sun Dec 18 08:09:16 +0000 2022,248145763,RT @MaghrebDisco: Si les trois ballons d'or français refusent d'asster a la final que joue leur pays...c'est qu'il y a vraiment un gros pro…,,None,,None
4336,Sun Dec 18 08:35:54 +0000 2022,255398087,"RT @LadyPixie6: Les gens qui utilisent l'argument de la justice réhabilitative pour défendre Quatennens, eh gros sayer :
 
 - Il a pris du su…",,None,,None
3118,Sun Dec 18 09:09:10 +0000 2022,258009840,Gros scandale entre Gianni Infantino et Achraf Hakimi : « Ce qui s’est passé dans le tunnel.. » https://t.co/EQXGiFctgq,None,None,,None
3193,Sun Dec 18 09:07:13 +0000 2022,258330696,"@NieulDe Doux dimanche en famille, chère Dianne…Gros bisous, Monique.😘😘😻😻🦋🌺",,None,,None
3125,Sun Dec 18 09:08:59 +0000 2022,258330696,"@berclazm Reposant dimanche chère Michèle, gros bisous et affectueuses pensées…Monique.🎶❤️🐈‍⬛💃🏽💐",,None,,None
3329,Sun Dec 18 09:03:28 +0000 2022,258330696,@CassinDe23 @catfan57200 @Coeur_Turquoise @Papounay_ @limon_jaime @Franc_de_Sousse @hagaysobol @JeanneMReinhart Mer… https://t.co/AmMdLmPmOB,,None,,None
5162,Sun Dec 18 08:07:38 +0000 2022,262500745,@clo1774 des ordures dans 6 mois mon maris cela fera 4 ans qu ils peut plus bouger correctement ses bras ils l ont… https://t.co/k9HK162TEi,,Hate speech,,Hate speech
5242,Sun Dec 18 08:04:26 +0000 2022,262500745,"chirugien ortho
 Mon mari est limité à 5kg et les bras a 110 degres consolidé sans sequelles 🤔😳 gros problème chez… https://t.co/JxTd8l0HFY",,None,,None
4321,Sun Dec 18 08:36:30 +0000 2022,"1,23E+18","Journée internationale des migrant·e·s : 1er round contre la loi Darmanin
 
 📅1er round qui démarre à 11h porte de la… https://t.co/I4nRUbNCCK",,None,,None
3017,Sun Dec 18 09:11:44 +0000 2022,262554664,"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",,None,,None
3384,Sun Dec 18 09:02:18 +0000 2022,2853418749,Journée internationale des migrant·es : lutter contre les atteintes aux droits via @MediapartBlogs https://t.co/PUSiUtYDP3,,Racism,,Racism
4823,Sun Dec 18 08:19:16 +0000 2022,263715622,"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,Racism,,Racism
5179,Sun Dec 18 08:07:01 +0000 2022,263721156,"RT @TBegoud: J'ai peut être (c'est confirmé) un gros cul, mais au moins je n'ai pas contribué au viol d'une vache, ni à l'enlèvement de son…",Sexual Harassment,Sexual Harassment,,Sexual Harassment
3519,Sun Dec 18 08:58:19 +0000 2022,264957185,"RT @lthe_z: Très anxieux pour cette finale!
 Heureusement un ami zététicien m'a dit que si on perd c'est parce qu'on aura raison de perdre c…",,None,,None
3730,Sun Dec 18 08:52:40 +0000 2022,270536401,Je suis mort depuis que la noisette a dit dans un tiktok qu'il avait Kyks comme surnom comment ça prend ça au pied… https://t.co/3gFSgK4P6J,,None,,None
