id,text,created_at,user_id,Label
53327,@_Adamu Mais tu restes quand même un gros chômeur psk j'te vois partout mdrr,Sun Dec 18 09:45:27 +0000 2022,1.45E+18,Bullying
51786,@_AlexdeCastro_ C’est juste un gros con ! C’est pas un scoop !,Sun Dec 18 10:20:06 +0000 2022,541233912,Bullying
53043,@_ano_nyme Einstein avec son gros cerveau,Sun Dec 18 09:51:42 +0000 2022,1.40E+18,None
54024,@_BeFootball @lequipe Donc en gros les français on na la preuve que sans l’immigration ils sont nul à chier 😂😂,Sun Dec 18 09:28:05 +0000 2022,1.44E+18,Hate_Speech
53834,"@_BeFootball Ça fait 10 ans que je suis contre la France, et comme à chaque défaite j’irais il hurler sur mon balco… https://t.co/bllFwFBlpF",Sun Dec 18 09:33:48 +0000 2022,1.03E+18,None
54282,@_BeFootball Désabonné vous de ce compte de fdp bandeur de fitna entre maroc et algerie la photo date de 2018 befoo… https://t.co/vKV5yQ40QH,Sun Dec 18 09:21:25 +0000 2022,7.29E+17,Hate_Speech
53270,"@_BMuani @FCNantes Quel gâchis, ces ventes de joueurs si talenteux : d'abord Emiliano qui se tue en avion et puis K… https://t.co/aazlET8ElB",Sun Dec 18 09:46:50 +0000 2022,99237724,None
53806,@_Chokote_ @IamBowbee 2019 et ca rame deja ? Gros je pense qu’il faut penser à nettoyer ton ordi et alleger la memo… https://t.co/abUdvXAeL5,Sun Dec 18 09:34:29 +0000 2022,1.10E+18,None
52364,"@_D4SKY @tokhion Bouge, ton gros crâne là.",Sun Dec 18 10:06:42 +0000 2022,1.51E+18,Bullying
53419,@_laruelito @HenryJeanServat Non je parle du gros con avec ses chemises provençales,Sun Dec 18 09:43:35 +0000 2022,8.33E+17,Hate_Speech
53929,@_NarutoSensei_ @HFS_TKO C'est un gros raciste,Sun Dec 18 09:30:40 +0000 2022,989324593,Hate_Speech
52198,@_noat__ 100% elle pense qu’elle est en bonne santé cette grosse vache,Sun Dec 18 10:10:23 +0000 2022,1.56E+18,Bullying
51951,@_notcb97 tu stan le grp dla honte tsais la meuf qui passe de skz aux plus gros flops dla terre,Sun Dec 18 10:16:02 +0000 2022,1.25E+18,Hate_Speech
52731,@_Oxunior_ Ahhh gros,Sun Dec 18 09:58:25 +0000 2022,1.30E+18,None
54153,@_Oxunior_ PTDRRRRRR JE SUIISS MORT LES TROIS TT MEME PAS NE GROS COMMENT TU PEUX SAVOIR,Sun Dec 18 09:25:09 +0000 2022,1.31E+18,None
52778,"@_Phoenixflame L'Écosse niveau paysage tu vas en prendre plein la vue, mais ça nécessite un gros budget. 
La Pologn… https://t.co/9n9wjC2xIk",Sun Dec 18 09:57:29 +0000 2022,1.34E+18,None
52117,@_zlpchris La folieeeee gros,Sun Dec 18 10:12:28 +0000 2022,1.22E+18,None
54495,@01Nass MDRR gros gros,Sun Dec 18 09:15:42 +0000 2022,1.18E+18,None
54537,@173ezks Elle s'est déjà corrigé gros con,Sun Dec 18 09:14:59 +0000 2022,1.53E+18,Bullying
52581,"@1948BettyBoop Bonjour Alicia bon dimanche et gros bisous 🎁😘🎅🌲🤶
Moi aussi je pense à l'#Ukraine 🇺🇦. Espérons qu'il… https://t.co/F1ypUMxqWT",Sun Dec 18 10:01:53 +0000 2022,1.08E+18,None
52229,@22feno Gros 1vs1 au abord de la surface les anciens en spectateur https://t.co/yN1JHoeogQ,Sun Dec 18 10:09:52 +0000 2022,1.27E+18,None
52063,@22h22l_ des gros câlins.,Sun Dec 18 10:13:32 +0000 2022,1.31E+18,None
52902,@22Wiper @99itskeeee @ai_cha223 « Peuple » pourtant tu dis frère « fi Allah » donc le peuple noir ça veut dire quoi… https://t.co/BayvE0WU0d,Sun Dec 18 09:54:39 +0000 2022,1.46E+18,Racism
52714,@22Wiper @ai_cha223 @99itskeeee T’es vraiment débile relis tes propres tweets sale imbécile,Sun Dec 18 09:58:40 +0000 2022,1.46E+18,Hate_Speech
52827,@22Wiper @ai_cha223 @99itskeeee Tu t’es juste contredis à chaque fois espèce de débile arrête c’est mieux,Sun Dec 18 09:56:26 +0000 2022,1.46E+18,Bullying
51757,@22Wiper @haaw_s @99itskeeee Dans tout les cas c’est un homme donc ce n’est pas de l’autodérision qu’est-ce que tu… https://t.co/f8S8jI4Nki,Sun Dec 18 10:20:43 +0000 2022,1.59E+18,None
52312,@22Wiper C’est pas de l’autorisions PUISQUE C’EST UN HOMME wsh t’es vraiment débile,Sun Dec 18 10:07:56 +0000 2022,1.46E+18,Bullying
53975,"@2C4STHEETERNAL j'ai pas posté sur mon acc a moi, en gros c'est perdu dans les filtes de ao3 à jamais lmaoo comme ç… https://t.co/SVyYVaUc1X",Sun Dec 18 09:29:31 +0000 2022,1.44E+18,None
51888,"@3temps0 Ça dépend 
T’a les kurdes c’est pour une autonomie/indépendance 
Ta les femmes c’est pour plus d’obligatio… https://t.co/Z3gA8LjrXf",Sun Dec 18 10:17:44 +0000 2022,1.11E+18,Sexism
52099,@444kto Son gros cacasque et tout nn vrm,Sun Dec 18 10:12:52 +0000 2022,1.33E+18,Bullying
54217,"@6Yey_ @NoahRob32577936 @TIGERM0NSTER @ZacketNem @LeoTechMaker Arrondir au 1/2 ???
Même en chimie on a pas d'aussi gros arrondi bancal mdrr",Sun Dec 18 09:23:20 +0000 2022,9.16E+17,None
52185,@7heungmin C’est la raison enft vu que elle même a dit qu’elle voulait pas qu’ils sachent son âge etc mais dsl quan… https://t.co/lj9HL9OC03,Sun Dec 18 10:10:51 +0000 2022,1.50E+18,None
52067,@7vidala c’est pas vraiment une renoi hn,Sun Dec 18 10:13:27 +0000 2022,1.07E+18,Racism
52659,@8Huit__ @10yvsuke Tu te stérilises en gros,Sun Dec 18 09:59:57 +0000 2022,1.19E+18,None
54472,@93scret toi même t’es gros non mais le csc quoi,Sun Dec 18 09:16:23 +0000 2022,1.35E+18,Bullying
52828,@94ALWAYSL0U il a fait un arrêt à Rennes et en gros deux trains devaient se détacher ( un part à Quimper et l’autre… https://t.co/VOC3rfQT3c,Sun Dec 18 09:56:25 +0000 2022,1.27E+18,None
53868,@98solene @amy_galsen95 Vous faite Pitié avec vos indignités à géométrie variable ! Tu veut crée une polémique tout… https://t.co/kGi8PQE3Zn,Sun Dec 18 09:32:35 +0000 2022,620474694,None
52811,@99itskeeee @22Wiper @ai_cha223 Il se contredis en plus il est trop débile,Sun Dec 18 09:56:40 +0000 2022,1.46E+18,Bullying
52256,"@A_____Lee Oh tu es revenu pour la finale trop bien !!! 
Oui ça va mais j'ai un gros bleu sur le côté de la cuisse… https://t.co/HqvnnctWLz",Sun Dec 18 10:09:20 +0000 2022,1.53E+18,None
51972,@a37sn 104 matchs en 2 mois sale gros puant,Sun Dec 18 10:15:33 +0000 2022,9.80E+17,Hate_Speech
53025,@AbbaAliAlhadj1 @Peupah_Zouzoua C'est à cause des espèces comme vous que l'on insulte la veste!c'est ce que tu dira… https://t.co/YG2KFzFlXS,Sun Dec 18 09:52:03 +0000 2022,1.49E+18,None
52199,"@AbbaAliAlhadj1 @Peupah_Zouzoua Discours d’un gros pervers ,violeurs",Sun Dec 18 10:10:21 +0000 2022,1.48E+18,None
51870,@Abbefaria95 Nan ça c'est juste la discrimination gros 😅😅,Sun Dec 18 10:18:06 +0000 2022,1.59E+18,None
52315,"@abdlkareem14 @cryptoloser78 @ShadowDarkknig1 @Sopartytea @docnono2000 @DZFOOTBALLDZ Lâcher H24 des saloperie, c'es… https://t.co/JH9fWmM8Zo",Sun Dec 18 10:07:49 +0000 2022,1.25E+18,Hate_Speech
53018,@aboupanam95 Les gens font de qu’il veulent gros bouffon. Ça n’engage que toi qui tu veux supporter. Pauvre attardé.,Sun Dec 18 09:52:10 +0000 2022,1.59E+18,Hate_Speech
52963,@AbuAssiyah213 @akr_tkn wouaaah jsuis perdu en gros moi j’avais capté que tu me sortais cette expression parce qu’o… https://t.co/wATvHrQzPs,Sun Dec 18 09:53:25 +0000 2022,1.36E+18,None
52830,"@Acebabyface sinon les cités et les commentaires t'en a ouaaaaah celui qui a dit ""en tout cas en cas de guerre cont… https://t.co/QNDV0tQzqX",Sun Dec 18 09:56:25 +0000 2022,1743936416,None
51659,@Acermendax Je note que pour certain dénoncer un harcèlement c'est signe de collaborations ...  (Du coup pour avoir… https://t.co/NMQLAl9eje,Sun Dec 18 10:22:56 +0000 2022,1.43E+18,None
52910,"@achabus @CNEWS Il a vraiment une tête de rebeu 

Vu comme ça on dirai un membre de la fédération marocaine de foot… https://t.co/VkavRId5HQ",Sun Dec 18 09:54:22 +0000 2022,1.20E+18,None
52362,@achabus @CNEWS Je ne vois aucun représentant de la sociale démocratie sur ce plateau. Quand au guignol avec son gr… https://t.co/Vy49jbqDLk,Sun Dec 18 10:06:43 +0000 2022,3177048496,None
53520,@acormierd Ben alors on est un gros raciste 🤔😑🤮…,Sun Dec 18 09:41:21 +0000 2022,1.18E+18,Racism
53789,@Actu2OM Des fois faut juste fermer sa grande gueule de conne tu sais ?,Sun Dec 18 09:34:48 +0000 2022,1.59E+18,Hate_Speech
51766,@ActuFoot_ @Betclic arretez d’inciter aux paris sportifs bande de fils de pute,Sun Dec 18 10:20:31 +0000 2022,1238508973,Hate_Speech
51657,@ActuFoot_ @Betclic Raclé contre ce pays qui a réfugié des milliers de nazis et qui a décimé sa population noir.,Sun Dec 18 10:22:58 +0000 2022,621241258,None
51828,@ActuFoot_ @Betclic Ya des Français qui supporteront la France au lieu de l’Argentine alors que c’est la dernière c… https://t.co/s5qnYbjleH,Sun Dec 18 10:19:04 +0000 2022,2732823369,None
52872,"@ActuFoot_ @RMCsport Il a bien raison de ne pas se rendre au quatar pour la finale, il a était mis à l'écart du gro… https://t.co/c0r6ZDjkXh",Sun Dec 18 09:55:22 +0000 2022,3041608384,None
54183,@ActuFoot_ @RMCsport Il avait probablement mieux à faire. Remater la vidéo de Valbuena en se tapant une pute mineure 😁,Sun Dec 18 09:24:20 +0000 2022,1.45E+18,Sexism
53318,@ActuFoot_ Il me fatigue lui gros boulard . Il y’en a qui et en on 7 et qui reste humble,Sun Dec 18 09:45:43 +0000 2022,1.55E+18,None
53562,@ActuMangas_ Oui donc en gros attention on aura un combat waouh l'info de de malade mental,Sun Dec 18 09:40:19 +0000 2022,1.59E+18,None
52558,@ActusPays Voir des gros nuls sortir les merdes ? Sans moi.,Sun Dec 18 10:02:33 +0000 2022,327427368,Bullying
52752,@ACuteLtSombral @AHaillant @MaxYmeMusic Je suis pas ton psy gros. Si ça te fait rire les viols sur mineurs faut consulter.,Sun Dec 18 09:58:06 +0000 2022,1.46E+18,None
52518,"@Ad_vitam44_ @sandrousseau Le but, nous re re re re re prouver qu'il ou elle est conne...",Sun Dec 18 10:03:30 +0000 2022,1.57E+18,Bullying
54141,@Ad_vitam44_ Ah bon Victoria ♥️ mais non gros bisous 😘😘🇨🇵🙏🏻,Sun Dec 18 09:25:26 +0000 2022,2967609741,None
54033,"@Ad_vitam44_ Noël, la paix, le seigneur, et moi ont vous dit un gros VA TE FAIRE FOUTRE 
Mr Jacquemain ✝️✝️✝️✝️✝️",Sun Dec 18 09:27:54 +0000 2022,1.46E+18,Hate_Speech
53207,"@Adam931rs @rayenrdi2 ce renoi la , chaque tournois il est la ptdr jai retrouver des screen il était déjà a France-Hongrie a l'euro 🤣🤣",Sun Dec 18 09:47:57 +0000 2022,7.69E+17,None
52836,"@AdImmensum Et enfin, la fin m'a déçu.
 !!!! Spoil !!!!
J'avais vu plein de genre dire que le film était très trist… https://t.co/MoLwJK9ubI",Sun Dec 18 09:56:17 +0000 2022,1.48E+18,None
52433,"@adonis100_7 @ondroskotch @Footballogue ""nous alimente"" t'es le seul attardé a survendre l'Algérie hein",Sun Dec 18 10:05:26 +0000 2022,1.37E+18,Bullying
52197,@adventurtimefan En général tous les gros projet c la télé mais sur twitch,Sun Dec 18 10:10:24 +0000 2022,8.35E+17,None
54205,"@AfpFactuel Mais... si on envoie tous les automobilistes sur un trajet alternatif. En même temps.
Est-ce que ça dev… https://t.co/Unl8ozHF0Z",Sun Dec 18 09:23:39 +0000 2022,1.06E+18,None
52003,@Afrodite_Amour Et oui! On aime pas les gros cons!,Sun Dec 18 10:14:48 +0000 2022,3769326875,Bullying
54648,"@Afrodite_Amour Vas te faire enculer dans le métro oh petite pute que tu es !!!!
Vas te vendre une barrette dans un portail !!!",Sun Dec 18 09:12:32 +0000 2022,483291933,Hate_Speech
53448,"@aicha_ken_ Elle a vu le gros fer nor , comment il carbure fort !😂 Mais gars easy c'est trop fort man!🙆🏾‍♂️",Sun Dec 18 09:42:58 +0000 2022,851681564,Sexism
53090,@AidelZack nique t’as mère sale pute,Sun Dec 18 09:50:40 +0000 2022,1.58E+18,Hate_Speech
51706,@AidelZack Vu que tu me trouve trop grosse pour rester avec moi j'espère que tu finiras très gros et que des gens te feront la réflexion,Sun Dec 18 10:21:52 +0000 2022,4686341648,Bullying
54237,"@Aimezvousdave J'ai une collègue qui avait un défaut de prononciation : les s devenaient des t, sa mère l'appelait… https://t.co/stmPpPInxN",Sun Dec 18 09:22:39 +0000 2022,148743787,None
52664,@Akhisan_ Bogoss le gros porc ✌️,Sun Dec 18 09:59:49 +0000 2022,1.35E+18,Hate_Speech
53896,@akrvvr_ jt’ai dis nan gros,Sun Dec 18 09:31:48 +0000 2022,1.15E+18,Bullying
54365,@albashkun74 en mode prendre le risque de sortir avec qlq de gros tout en sachant qu’en maigrissant ça va devenir une frappe,Sun Dec 18 09:19:11 +0000 2022,1.58E+18,None
52246,"@AldoRaiinee @808smag Gros, il est Trop Fort !",Sun Dec 18 10:09:32 +0000 2022,1628794266,None
53462,@ALeaument @mbompard oui la baisse du niveau d etudes est un fleau,Sun Dec 18 09:42:48 +0000 2022,1.24E+18,None
52290,@ALeaument T es un gros bouffon Antoine !!!!,Sun Dec 18 10:08:46 +0000 2022,1179043429,Bullying
52991,@ALeaument vous faîtes vos motions chacun de vos côtés c'est tellement débile au lieu de faire front commun contre… https://t.co/piop4yRKfG,Sun Dec 18 09:52:45 +0000 2022,1.43E+18,None
52965,"@AlessG9 @RAPTlME Mais fils de pute qui mange des chibres c’est écrit donner votre avis, j’ai du écouter plus de da… https://t.co/l4zEZBoFgy",Sun Dec 18 09:53:22 +0000 2022,7.98E+17,Hate_Speech
52667,"@AlessiaKarre Oui y a que toi. Ma mère nous a jamais donné de l’eau pure, on a toujours eu du sirop à table, et mes… https://t.co/k3m0DVnkLr",Sun Dec 18 09:59:46 +0000 2022,1.56E+18,None
54216,@Alexialinfirmi1 Bonjour un magnifique dimanche malgré le travail gros bisous 😘 😘 😘 😘,Sun Dec 18 09:23:24 +0000 2022,2862847108,None
51851,"@alexiscorbiere L'avantage d'être gros, c'est que si on s'assoit sur toi, tu peux pas te relever et tu meurs asphyx… https://t.co/qg9VSysphT",Sun Dec 18 10:18:38 +0000 2022,1.56E+18,Bullying
52718,"@Alexleserveur @OuestFrance Ça tombe pourtant sous le sens…
Et qu’entendez-vous par creux ? le harcèlement qu’elle… https://t.co/U6yjkDdMOJ",Sun Dec 18 09:58:37 +0000 2022,8.95E+17,None
54253,@alexmbre @biranendour21 @ThorfaIl_ @ActuFoot_ @lequipe Autant il casse les couilles mais parle bien du Sénégal fils de pute,Sun Dec 18 09:22:06 +0000 2022,1.02E+18,Hate_Speech
51666,"@AlfredDupont16 @antimacron_amgr Voilà, avec vous j'ai un bon exemple!
Je ne suis pas d'accord avec vous et je me f… https://t.co/j9rZhmUqzC",Sun Dec 18 10:22:47 +0000 2022,8.78E+17,None
54083,"@Ali_Rukaliza @IsmazosZgb 😂😂😂 les royaumes Kongo, Kuba, Luba, Lunda, ... existaient dans l'actuelle RDC pendant que… https://t.co/HDs9B8sZn3",Sun Dec 18 09:26:57 +0000 2022,272423825,None
53142,"@AlorsDominique @GuillaumeTC Je sais que ce n'est pas un dindon gros nez mais ça te ressemble tant, mets ta photo c… https://t.co/SUTRAncY36",Sun Dec 18 09:49:22 +0000 2022,391847758,Bullying
52735,@AlTi5 @ClosertoSpace @free Techniquement ils ont bien prévenu avant : il est bien indiqué que les Go de data à l'é… https://t.co/DqRNjwbKcv,Sun Dec 18 09:58:22 +0000 2022,46522572,None
53235,@Alvisyma @L_ThinkTank Donc la Pologne envoie des armes à un pays qu'elle va envahir 4 mois plus tard ... ce qui es… https://t.co/hcXb7PW9ad,Sun Dec 18 09:47:22 +0000 2022,3617063901,None
54534,@alyahancock ah ouais en mode t’es une debile tkt jai capter,Sun Dec 18 09:15:00 +0000 2022,1.55E+18,Bullying
52285,"@Am4n0_ @KAGURAFFY Alors j'ai retraduit, il dit absolument pas ça. Le gars qui a tweet change la vrai tradiction. L… https://t.co/C1Q4KgqN5S",Sun Dec 18 10:08:52 +0000 2022,8.08E+17,None
51753,@AmauryBrelet J espère qu elle sera condamnée cette conne,Sun Dec 18 10:20:47 +0000 2022,8.45E+17,Bullying
52720,@ambree__mrs ftg tu portes l’œil toi à chaque fois sale pute,Sun Dec 18 09:58:36 +0000 2022,1.18E+18,Sexism
51682,@AMBROISEJr2 @LucaVaran @tikylol @fadelabdellaoui @parleluidemoi @sweetnshour @350uda c’est juste le plus gros suce… https://t.co/NAd1qQy37r,Sun Dec 18 10:22:29 +0000 2022,1.46E+18,Sexism
53062,@Amelie_Paul Ce sont des misérables aboyeurs achetés en gros à vils prix plus exactement !,Sun Dec 18 09:51:12 +0000 2022,1.16E+18,Hate_Speech
54364,@amellinsolente C’est le jnoun de ta mère là grosse pute qui trouve os de repos après sa mort,Sun Dec 18 09:19:12 +0000 2022,1636173870,Hate_Speech
53735,@Amiel_David_ @Elisabeth_Borne @CBeaune @GabrielAttal @BrunoLeMaire @YaelBRAUNPIVET @jrcazeneuve @NadiaHAI78… https://t.co/hpe4t8qyxM,Sun Dec 18 09:36:10 +0000 2022,1.29E+18,Remove
53816,@amine_umlil Qui sera élu meilleur vrp Pfizer selon vous??? En tout cas ça a l air de rapporter gros,Sun Dec 18 09:34:19 +0000 2022,1.43E+18,None
53154,@Amiq26362433 @RasLeScoot @ChrisKblock Ces motards ne respectent pas plus le code de la route. Beaucoup d'enfants s… https://t.co/IexWhxe9RB,Sun Dec 18 09:49:06 +0000 2022,1.51E+18,None
53659,"@AmlieCHAMPAGNE3 C'est tellement débile et prétentieux de penser que ce truc marche un jour...
J'imagine qu'on appr… https://t.co/v1YoLBTSNX",Sun Dec 18 09:37:55 +0000 2022,1.11E+18,Bullying
54323,@amonyme69 @Henri38910253 @Alala800 @renwez08 @nach_mum @Benzema On se demande qui passe pour un con hein espèce de… https://t.co/z5H5zCGZyL,Sun Dec 18 09:20:27 +0000 2022,323718176,Hate_Speech
53729,@amrenaudie @binnie Bon j’ai un gros ménage à faire (15h/18h)..par contre à partir de 19h y’a plus personne..grosse… https://t.co/VevLsBWZzV,Sun Dec 18 09:36:20 +0000 2022,528812697,None
51687,@amthnl @qkjsgfze tu dis ça mais tu l’es des gros mots dans la même phrase ou tu cites الله,Sun Dec 18 10:22:25 +0000 2022,1.59E+18,None
52463,"@Anass___94 @AmmarAtal Frère c’est vous vous mettez le PSG dans cette case, on fait un gros mercato, 1ere année on… https://t.co/NA4lFg7gAf",Sun Dec 18 10:04:38 +0000 2022,1.21E+18,None
53712,@annnneeees @TactiqueDZ Mais gros un match ça se joue pas dans le métro qu'est ce que tu reconte 😂,Sun Dec 18 09:36:42 +0000 2022,1.30E+18,None
53225,"@annnso3 En plus d’être moche et ridicule, ce t-shirt fera rire que les gros beauf 😅 Pauvre France… on devient de p… https://t.co/9TF7rO8siT",Sun Dec 18 09:47:37 +0000 2022,1.35E+18,Bullying
53933,"@Anonyme75919929 @DamienRieu @equipedefrance @Benzema L’argentine ce pays dans le quel, après guerre les nazis se sont réfugié 😂.",Sun Dec 18 09:30:37 +0000 2022,1.51E+18,Hate_Speech
52255,@AntoineBonino @JFisel @dc_morel @JLMelenchon Je ne respecte pas les macronistes complètement débile qui utilise ce… https://t.co/j5pMCmCV68,Sun Dec 18 10:09:21 +0000 2022,1022546120,Bullying
51845,@argumente_stp @F_Desouche Pq presque ? Qd je vois par exemple cmt les délinquants sont tenus au Maroc par exemple… https://t.co/U2HC7jJtkn,Sun Dec 18 10:18:46 +0000 2022,1.33E+18,None
53268,"@arkos55 @PapNdiaye Si seulement on utilisait les mêmes méthodes… répéter le geste, s’entraîner, ne pas changer de… https://t.co/FLcnDMYDqZ",Sun Dec 18 09:46:50 +0000 2022,1.57E+18,None
53061,@arma_sami @amir_boualam @bearsoulsbf @L_ThinkTank Disons que mes oreilles connaissent l'ensemble des traces sonore… https://t.co/D6gsA419DK,Sun Dec 18 09:51:15 +0000 2022,1.51E+18,None
54122,@arma_sami @amir_boualam @bearsoulsbf @L_ThinkTank Mélanger la totalité des navires de guerres ne veut strictement… https://t.co/uJg9UDPbsd,Sun Dec 18 09:26:00 +0000 2022,1.51E+18,None
51819,@Arrete2Tomy Gros respect pour ce qu’il fait à coté mais là cst ridicule mddr,Sun Dec 18 10:19:13 +0000 2022,4857700972,None
51738,"@ArSaintMartin @picharbonnier T'en avais du temps à perdre dis donc pour nous concocter ce petit même, gros bosseur… https://t.co/CpYsfVXPlY",Sun Dec 18 10:21:03 +0000 2022,1.38E+18,None
52835,@asnatou89 @jsuis_amoureuse @LkhYoussra Et ma sœur sa sert a rien de discuter avec les folles algérienne elles ont… https://t.co/wunT6JIuaE,Sun Dec 18 09:56:19 +0000 2022,1.56E+18,Racism
52217,@asnatou89 @LkhYoussra C’est toi qui a le seum d´elle sale traînée va relis mon commentaire sale grosse crasseuse de ta mère la pute,Sun Dec 18 10:10:03 +0000 2022,1.56E+18,Sexism
53837,@AstroVicnet Le plus gros propoteur de jeux d argents c est l état avec la française des jeux...,Sun Dec 18 09:33:41 +0000 2022,8.52E+17,None
52470,@Atejo5 Donc en gros tu vas.te battre contre quelqu'un qui sur le papier est plus fort que toi... Et tu lances une… https://t.co/7qKUOQcM73,Sun Dec 18 10:04:30 +0000 2022,8.14E+17,None
53611,@Atlanta2114 @SBEN1272 @Isabel723277471 @urbany73 @Pilotte_daniel @anjie2fce @Frannycrazy13 @PhilippeDubarr2 Coucou… https://t.co/fcwB088zf3,Sun Dec 18 09:39:07 +0000 2022,1.58E+18,Remove
52600,@Atlanta2114 Bonjour ma chérie de gros bisous 😘🙏💋😘🥰🎅🎄,Sun Dec 18 10:01:26 +0000 2022,1.55E+18,None
51733,@avi_atias Fils de pute,Sun Dec 18 10:21:08 +0000 2022,1.29E+18,Sexism
54093,"@AymenRMAA tant mieux qu'il ne joue pas la finale . Si il joue et ils perdent, ils diront tous que c'est de sa faut… https://t.co/eDnNLcaToY",Sun Dec 18 09:26:47 +0000 2022,1.59E+18,None
52851,@Aymentheee dommage que ce soit un gros lard maintenant,Sun Dec 18 09:55:47 +0000 2022,1.25E+18,Bullying
52090,@ayoub934v @KoumoBur Ah ouais t vraiment gros,Sun Dec 18 10:13:00 +0000 2022,1.52E+18,Bullying
52517,@b_montcuq On va éviter vos gros bisous..hein ? 😅 vous êtes enrhumé 😂😂 https://t.co/4IUDuG0TdY,Sun Dec 18 10:03:30 +0000 2022,1895165005,None
54048,"@B444EN @MhouTips @EspoirsduFoot Je m’excite 🤣, ok gros. Ton intervention est agressive la mienne non. Si dire qu’o… https://t.co/CtsA7eR5rt",Sun Dec 18 09:27:41 +0000 2022,1.15E+18,None
52317,@Babou_le_vrai @SGCad4 @F_Desouche Oui mais Apathie est un gros sac à merde on a l’habitude depuis le temps,Sun Dec 18 10:07:47 +0000 2022,1.51E+18,Bullying
52556,@BABYFAN13 @fredmusa Oh encore une grosse conne qui n'accepte pas la critique et n'accepte pas limmondicite de son partis.,Sun Dec 18 10:02:35 +0000 2022,9.94E+17,Bullying
54246,@babykhleo Je suis un corse pas un gaulois . J'ai jamais baissé la tête devant personne et sûrement pas pour vos vi… https://t.co/E3DUwlIZim,Sun Dec 18 09:22:20 +0000 2022,1.20E+18,None
53301,@Babylon67681621 @ActuFoot_ @RMCsport Le plus débile des tweets que j'ai lu😂😂😂,Sun Dec 18 09:46:08 +0000 2022,1.42E+18,None
53126,@BacinPv et oe chéri gros comeback en legende,Sun Dec 18 09:49:48 +0000 2022,1.56E+18,None
