Post,Type,Sentence,Label
https://www.instagram.com/p/CMhm7dFhKWy/,Reply,"@njordignir_ non mais je veux dire, que dans ce cas precis je pense pas que tu es peur, après jsp mais ta peur qu'une femme te suive dans la rue et te demande ton snap ? Rep sérieusement, si oui bah dsl je savais pas et si non c'est bien la preuve que celon les situations on a pas la même peur(ma phrase na pas de sens mais oklm😂)",None
https://www.instagram.com/p/CMhm7dFhKWy/,Reply,@lamya_zouine c'est pas vraiment ça que je disais c'est que si une meuf me suis pour mon snap j'vais pas en faire un tout un plat et ensuite si tu as peur fais des sports de combat comme ça tu auras plus peur,None
https://www.instagram.com/p/CMhm7dFhKWy/,Reply,"@njordignir_ oui, j'en suis consciente, c'est comme le viol ect mais malheureusement c'est plus a la femme que sa arrive et on nous prend pas au sérieux,exemple du viol, on va dire que c'est la faute dela femme car elle shabille comme une ****, que c'est sûrement elle qu'il la dragué ect, je pense que le plus gros défaut de la société c'est l'inégalité homme femme, et même si un homme à vécu une chose horrible, souvent la femme qui a vécu la même chose ne sera pas traité pareil 1)",None
https://www.instagram.com/p/CMhm7dFhKWy/,Reply,"@njordignir_ et j'ai un 2ème exemple, quand un gars sort avec plusieurs filles, c'est un bad boy, un bg, quand une fille sort avec plein de mec c'est une sal*pe",None
https://www.instagram.com/p/CMhm7dFhKWy/,Reply,"@njordignir_ bah j'ai fait de la boxe, et je sais très bien que si un gars vient me parler et qu'il force je vais vite le calmer, mais c'est pas juste 1 gars qui me fait peur, car ce qui me fait vraiment peur c'est quand ils sont plusieurs, et après je suis dacc que c'est pas un drame mais il faut quand même en parler",None
https://www.instagram.com/p/CMhm7dFhKWy/,Reply,@lamya_zouine Evidement. Encore un pauvre chou qui n'est pas content de plus pouvoir se comporter comme un connard...,Bullying
https://www.instagram.com/p/CMhm7dFhKWy/,Reply,"@njordignir_ frero, on s'habille comme on veut. Si vous êtes des violeurs en chien, allez vous meme vous faire soigner en psychiatrie",Bullying
https://www.instagram.com/p/CMhm7dFhKWy/,Reply,@ana.mssn t'inquiète toi tu t'habilles comme tu veux avec ta gueule ta pas de risque de te faire baiser par quoi que ce soit,Bullying
https://www.instagram.com/p/CMhm7dFhKWy/,Reply,"@njordignir_ mec, tu fais l'apologie du viol, tu pense comme un violeur. Tu es dangereux, tu t'en rends compte de ça au moins ????",Bullying
https://www.instagram.com/p/CMhm7dFhKWy/,Reply,@njordignir_ thon,Bullying
https://www.instagram.com/p/CMhm7dFhKWy/,Reply,"@ana.mssn Ecoute pas le connard, tu es très belle. Lui il ose même pas mettre de photo de lui, ça en dit long...😂lâcheté booonnnjour.",Bullying
https://www.instagram.com/p/CMhm7dFhKWy/,Comment,Le rapport avc le féminisme le féminisme et dans l'extrême divisé homme femme oui c'est horrible se que l'on vie mais il ne sont pas tous comme ça ok !,None
https://www.instagram.com/p/CMhm7dFhKWy/,Reply,@jadoulucia MERCI PUTAIN ENFIN UN TRUC AVEC UN CERVEAU c'est pas commun l'air de rien,None
https://www.instagram.com/p/CMhm7dFhKWy/,Reply,"@jadoulucia Ouvre un dico ou au piiiiiiire une page google et va lire la définition du féminisme, merci😁.",None
https://www.instagram.com/p/CMhm7dFhKWy/,Reply,@demoiselleamienoise nn merci c'est folles ne m'intéresse pas,Sexism
https://www.instagram.com/p/CMhm7dFhKWy/,Reply,"@jadoulucia Ah donc tu préfère rester dans ta connerie? Parce que visiblement tu n'a aucune idée de quoi tu parle....mais c'est vrais que les insultes gratuite sont l'apanage des gens sans arguments.😂 Petit rappel, Féminisme: Doctrine qui préconise l'égalité entre l'homme et la femme, et l'extension du rôle de la femme dans la société. Voilà voilà😁😁😁",Bullying
https://www.instagram.com/p/CMhm7dFhKWy/,Comment,Parce qu’on en a marre du patriarcat,None
https://www.instagram.com/p/CMhm7dFhKWy/,Reply,@mikrokosluv ptdr,None
https://www.instagram.com/p/CMhm7dFhKWy/,Reply,@mikrokosluv tu peux venir argumenter stp non évidement,None
https://www.instagram.com/p/CMhm7dFhKWy/,Reply,@gn68324 je m’en bas les ovaires,None
https://www.instagram.com/p/CMhm7dFhKWy/,Reply,@njordignir_ si tu le vois pas ce patriarcat je te conseille d’aller faire quelque chose pour ta vision en attendant ne me fait pas chier,Bullying
https://www.instagram.com/p/CMhm7dFhKWy/,Reply,@mikrokosluv oh je suis très bien renseigné dessus c'est plutôt toi qui devrais essayer d'étendre un petit peu plus ta vision des choses,Bullying
https://www.instagram.com/p/CMhm7dFhKWy/,Reply,"@nickt_alop le rapport avec le féminisme ? Et en plus tu ferai mieux de fermer ta gueule, je suis métisse ptdrr achète toi des yeux",Bullying
https://www.instagram.com/p/CMhm7dFhKWy/,Reply,@nickt_alop donne moi le rapport entre le débat qu’il y a là et ses origine ou sa couleur de peau ?,None
https://www.instagram.com/p/CMhm7dFhKWy/,Reply,@nickt_alop putain mais alors vous on en fait de plus en plus ou quoi ? Complément con c'est pas possible. On est dans une société ou la femme ne peut pas s'habiller comme elle veut sans recevoir des insultes ou des remarques. Alors parle pas de privilège. Incroyablement con,Bullying
https://www.instagram.com/p/CMhm7dFhKWy/,Comment,En quoi le féminisme va changer ça ?,None
https://www.instagram.com/p/CMhm7dFhKWy/,Reply,@guevara_duff rien évidemment mais c'est l'utopie des mal baisée des gros et des faibles,Sexism
https://www.instagram.com/p/CMhm7dFhKWy/,Reply,"@guevara_duff En gros? C'est censé faire évoluer les mentalités( en plus de nos droit). Si un homme dit ""non je suis pas interresser"" et qu'on l'ecoute/on l'accepte. Eh bien on doit faire la même chose pour une femme. Mais c'est toujours hilarant que le premier réflexe soit toujours d'insulter les femmes "" de mal baisée"" ou autre. Ça démontre bien ce qui est dénoncer ici. Certains mecs ont un tels égo qui refusent d'accepter qu'une femme ne veuille pas d'eux...Affligeant...non?",None
https://www.instagram.com/p/CMhm7dFhKWy/,Reply,"@njordignir_ mdr des mal baisée cest clair quand on sait que 77% des femmes simulent avec vous et votre ""zizi magique"" qui est en réalité utile qu'à se faire avorter ya de quoi vous envoyer chier quand vous nous parlez",Bullying
https://www.instagram.com/p/CMhm7dFhKWy/,Reply,Alors je tiens à te signaler que tu viens tout juste de confirmer mes propos en disant que vous étiez des mal baisée donc je ni peux rien c'est les bougres que vous vous tapez réfléchissent avec leur bites pour ma part ce n'est pas mon cas et le rapport avec l'avortement ? Oui aucuns,Sexism
https://www.instagram.com/p/CMhm7dFhKWy/,Reply,@njordignir_ @kurtdedankills,None
https://www.instagram.com/p/CMhm7dFhKWy/,Reply,"@njordignir_ bah ouais on est des mal baissées que quand on fait avec vous cest ça que je te dis, sérieusement tu vois pas le rapport entre un pénis et un avortement ?",Bullying
https://www.instagram.com/p/CMhm7dFhKWy/,Reply,Alors euh comme je te disais ce n'est pas ma faute si les bougres que tu prends pour ken son nul ensuite si tu simules tu es stupide le principe d'un couple si tu veux que ça tienne c'est de tout se dire mtn faut arrêter de croire que c'est que aux hommes de tout faire dans un couple et au pire deviens lesbienne en revanche je doute fort que ça soit plus convaincant,None
https://www.instagram.com/p/CkqWuNtKLgc/?hl=en,Comment,"Pas du tout.. quelque soit la couleur de peau. Le phénomène de communautarisme est le même, ce n’est pas parce que nous l’utilisons moins que les blancs que ce mot doit perdre de son sens. Quand je vois des blancs qui plus est du même pays ne vivre qu’ensemble dans le même quartier et traîner qu’ensemble je pense qu’il faut pas avoir peur d’appeler cela communautarisme. Y’a rien d’autre à chercher, j’entends des gens de couleur s’auto proclamer d’une diaspora, alors que ce n’est pas le vrai sens du mot et que c’est juste une façon détournée de ne pas dire communautarisme et de laisser ce mot aux blancs, mais faut pas aller chercher un sens cache ou il n’y en a pas… elle confonds sûrement avec l’amalgame quand elle parle d’individualité et ça c’est un autre problème qui la encore n’est pas propre aux blancs, on en fait tous..",None
https://www.instagram.com/p/CkqWuNtKLgc/?hl=en,Reply,@kidkenny tu ne dis rien garde ta salive,Bullying
https://www.instagram.com/p/CkqWuNtKLgc/?hl=en,Reply,@moyza37 bel argumentaire 👏,None
https://www.instagram.com/p/CkqWuNtKLgc/?hl=en,Reply,@kidkenny 😂 les blancs toujours à l affût de ce qu on peut dire . Quitte y a d'autres pages si t es pas content,Bullying
https://www.instagram.com/p/CkqWuNtKLgc/?hl=en,Reply,"@moyza37 si tu n’es pas capable d’entendre un avis contraire à ta doctrine et prendre un minimum de recul c’est pas à moi de m’en aller. J’ai juste exprimé clairement pourquoi je pense qu’elle se trompe, c’est sûrement une très bonne rappeuse et elle a certainement raisons sur plein de choses mais là, y’a rien, elle dit juste “on nous traite de communautaristes pour nous discriminer” alors que c’est un mot neutre qui décrit un phénomène de société, elle peut tout à fait l’utiliser pour parler d’autres communautés ça sera pas plus discriminant. Le fait qu’on se sente discriminé par cela est plus inquiétant sur l’estime que la communauté noire a d’elle même par contre.. après si tu penses que j’ai tort, je veux bien entendre tes arguments.",None
https://www.instagram.com/p/CkqWuNtKLgc/?hl=en,Reply,@kidkenny vire je te lis même pas ! 🤡🤥,Bullying
https://www.instagram.com/p/CkqWuNtKLgc/?hl=en,Reply,@kidkenny réservée à notre communauté t es jaloux je ne discute avec vous . On nous traitera d'antisémites🥴😂 c est à la mode. Les blancs et leur point de vue dur notre communauté noire ne m m'interresse pas. Interresse toi awla tienne et a la pédophilie rampante chez vous,Hate Speech
https://www.instagram.com/p/CkqWuNtKLgc/?hl=en,Reply,"@moyza37 wow ok, déjà tu parles à qui ? Car non seulement je suis noir, mais en plus on ne combat pas la discrimination par de la discrimination : c’est pas en excluant les blancs/autres que tu vas régler tes problèmes. Ensuite le rapport avec l’anti sémitisme et pédophilie ? Je comprends mieux…",None
https://www.instagram.com/p/CkqWuNtKLgc/?hl=en,Reply,@moyza37 t’es sûr que c’est pas toi le troll là ? Ce que tu dis n’a aucun sens..,Bullying
https://www.instagram.com/p/CkqWuNtKLgc/?hl=en,Reply,@kidkenny 🤡🤡🤡🚮,Bullying
https://www.instagram.com/p/CiMeJ_Mqv1M/?hl=en,Comment,Mouais c est un peu le drama pour pas grand chose... Et la personne qui filme et braille à tout va ne fait que rajouter du pathos de façon bien exagérée...calmons nous un peu,Bullying
https://www.instagram.com/p/CiMeJ_Mqv1M/?hl=en,Reply,@jc_barron_ sa se voit tu fait partie de c'est matcho qui tabasse les femmes,Hate Speech
https://www.instagram.com/p/CiMeJ_Mqv1M/?hl=en,Reply,@jc_barron_ je te souhaite d'être à leur place 😉 on verra si on parle toujours de drama barron de mes c*uilles.,Bullying
https://www.instagram.com/p/CiMeJ_Mqv1M/?hl=en,Reply,@aka_ice_man haha allez je parie un point Godwin en 3 coups 😂,Bullying
https://www.instagram.com/p/CiMeJ_Mqv1M/?hl=en,Reply,@jc_barron_ des gars comme toi j'en est tabassé par centaine pour mes copines ce qui me choque c'est que vous êtes des bêtes déchaîné face à vos femme par contre quand il s'agit de tête à tête je vous sèche en 2 second chrono sa commence à pleuré à dire des mêle toi de tes affaires lol,Bullying
https://www.instagram.com/p/CiMeJ_Mqv1M/?hl=en,Reply,"@aka_ice_man mais t es un troll en fait ? Ou alors vu tes propos t 'as une relation a l'emploi de la force et de la violence physique justement pas mal problématique. Un peu comme les flics en fait.. Arrête de te la jouer chevalier blanc, les femmes même voilées n' ont pas besoin de toi et te tes ptits poings musclés pour se défendre redescend. Cette échange respéctueux et constructif est clos pour ma part",Bullying
https://www.instagram.com/p/CiMeJ_Mqv1M/?hl=en,Reply,"@no_name.anything c est quoi le rapport avec mon nom là dedans ? Et je te permet pas de l'insulter stp, c'est un peu un amalgame de facho ça... Je manque de respect à personne j'aimerais bien qu'on en fasse autant. Je trouve que c est pas une arrestation ultre violente non plus, meme si ç est surement traumatisant pour cette dame, en mm tps ya aucun contexte dans cette vidéo et les gens s'emballent ! Faut arrêter de faire le mouton et de se faire enflammer juste avc des images hors contexte. Les gens sont en plein craquage en ce moment ! Et ton propos à mon égard en est bien la preuve",Bullying
https://www.instagram.com/p/CiMeJ_Mqv1M/?hl=en,Reply,"@no_name.anything et en effet je suis non racisé cis blanc mâle et jai pourtant aussi subi des abus de pouvoir de la part des flics, c est fou dis donc 🙄 Les flics sont mal recrutés mal formés et partiellement racistes mais ça c est depuis leur fondation de tte façon",None
https://www.instagram.com/p/CiMeJ_Mqv1M/?hl=en,Reply,"@jc_barron_ ""un peu le drama pour pas grand chose"" ""rajouter du pathos bien exagéré"" genre c'est une comedia del arte? mais tu te relis ou tu casses des œufs? L'empathie tu connais pas..? Tu manques de respect en minimisant leurs actes. Tu aurai dit la même chose si c'était arrivé à ta mère ou ta fille? Cette indifférence ça m'écœure. Perso j'ai le contexte, le son et les images et ce qu'il se passe n'est pas normal. Ton commentaire est déplacé, avant de faire le mec outré ""calmons nous un peu"" renseigne toi et réveille toi, réagis! Quelqu'un se fait violenter et tu reste passif, mais quelle audace...",Bullying
https://www.instagram.com/p/CiMeJ_Mqv1M/?hl=en,Reply,"@no_name.anything eh bien ne t'en déplaise mais selon moi, rien dans cette extrait ne permet de juger de quoi que ce soit... Sans contexte on peut faire dire n'importe quoi à des images.. L'idée de fond serait qu'on réussissent à se passer du corps policier, mais à la vue des propos comme les tiens ou des menaces de l'autre crétin qui m'a répondu, les gens sont loin d'être assez maîtres d 'eux même pour savoir s' auto-gérer, faire preuve de tempérance et maintenir la paix sociale. La société est de plus en plus violente et la police est à son image (et oui en effet si ça avait été ma mère ou ma copine, je leur aurais certainement sauté au cou, mais ça n'aurait certainement pas été la bonne façon d'agir non plus)",Bullying
https://www.instagram.com/p/CiMeJ_Mqv1M/?hl=en,Reply,"@jc_barron_ ""juger quoi que ce soit sans le contexte"" bah demande le contexte gros malin, renseigne toi! Je ne m'indigne pas si un terroriste se fait buter, quand tu fais de la merde y a des conséquences. Là, en l'occurrence après m'être renseignée, oui, je m'indigne en fait. Traverser une rue ne mérite pas autant de violence.",Bullying
https://www.instagram.com/p/Cg9rIZPITOC/,Comment,Pauvres élus de la nupes mouvement qui puent,Bullying
https://www.instagram.com/p/Cg9rIZPITOC/,Comment,Il a toujours pué et encore plus depuis qu’il a rejoins les nupes !,Bullying
https://www.instagram.com/p/Cg9rIZPITOC/,Comment,Mais quel gros CO!#NARD !!!!!!,Bullying
https://www.instagram.com/p/Cg9rIZPITOC/,Comment,Ce type est à vomir 🤮 de bêtise humaine et alimentant l antisemitisme. Quelle honte de choisir le terrorisme !!!!!,Bullying
https://www.instagram.com/p/Cg9rIZPITOC/,Comment,C'est un inculte,Bullying
https://www.instagram.com/p/Cg9rIZPITOC/,Comment,Quelle merde ce journaliste..vraiment,Bullying
https://www.instagram.com/p/ClgqngSI3Vl/,Comment,fau pas confondre les marocains et le gouvernement marocain,None
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,@thibault_drb_ ces gens là qui vont au Qatar au lieu de boycotter cet État sioniste et en plus brandissent le drapeau de l'État marocain collé au drapeau palestinien sont dans une dissonance cognitive.,None
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,@maghrebantinwo vive la palestine,None
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,@nordinerifton bien sûr vive la Palestine mais pas l'État marocain le clown,Hate Speech
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,@maghrebantinwo ton poste est super débile vraiment...,Bullying
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,"@maghrebantinwo tu crois vraiment que le peuple n'a pas le droit de faire ça putain quel cerveau tu as, tu dois être algerien 💯",Hate Speech
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,@medutbo débile ou vrai donc ça te dérange ? C'est toi le débile... Tu lèves un drapeau maçonnique shaytanesque et ÉTATIQUE assume au moins que tu soutiens des États collabos,Bullying
https://www.instagram.com/p/ClgqngSI3Vl/,Reply,@maghrebantinwo algérien jaloux 😂,Hate Speech
